	subject	object	local_mi
14359	TWMET_00802	TWMET_00062	64
14360	TWMET_00802	TWMET_00064	6061
14361	TWMET_00802	TWMET_00067	13
14362	TWMET_00802	TWMET_00079	21
14363	TWMET_00802	TWMET_00083	68
14364	TWMET_00802	TWMET_00090	64
14365	TWMET_00802	TWMET_00101	99
14366	TWMET_00802	TWMET_00104	54
14367	TWMET_00802	TWMET_00121	82
14368	TWMET_00802	TWMET_00129	3408
14369	TWMET_00802	TWMET_00148	13
14370	TWMET_00802	TWMET_00163	17
14371	TWMET_00802	TWMET_00176	8
14372	TWMET_00802	TWMET_00181	34
14373	TWMET_00802	TWMET_00188	8
14374	TWMET_00802	TWMET_00205	2
14375	TWMET_00802	TWMET_00217	34
14376	TWMET_00802	TWMET_00225	11
14377	TWMET_00802	TWMET_00230	7
14378	TWMET_00802	TWMET_00254	4
14379	TWMET_00802	TWMET_00264	140
14380	TWMET_00802	TWMET_00275	60
14381	TWMET_00802	TWMET_00322	34
14382	TWMET_00802	TWMET_00383	2
14383	TWMET_00802	TWMET_00450	10
14384	TWMET_00802	TWMET_00497	3
14385	TWMET_00802	TWMET_00547	2
14386	TWMET_00802	TWMET_00552	2
14387	TWMET_00802	TWMET_00564	26
14388	TWMET_00802	TWMET_00720	6
14389	TWMET_00802	TWMET_00805	37
14390	TWMET_00802	TWMET_00840	329
14391	TWMET_00802	TWMET_00856	6
14392	TWMET_00802	TWMET_00870	80
14393	TWMET_00802	TWMET_00897	2112
14394	TWMET_00802	TWMET_00910	2
14395	TWMET_00802	TWMET_00991	2
14396	TWMET_00802	TWMET_01004	30
14397	TWMET_00802	TWMET_01100	1
14398	TWMET_00802	TWMET_01151	8
14399	TWMET_00802	TWMET_01175	17901
14400	TWMET_00805	TWMET_00002	800
14401	TWMET_00805	TWMET_00004	516
14402	TWMET_00805	TWMET_00006	3987
14403	TWMET_00805	TWMET_00009	1730
14404	TWMET_00805	TWMET_00013	259
14405	TWMET_00805	TWMET_00015	1520
14406	TWMET_00805	TWMET_00018	218
14407	TWMET_00805	TWMET_00020	20898
14408	TWMET_00805	TWMET_00022	252
14409	TWMET_00805	TWMET_00024	167
14410	TWMET_00805	TWMET_00027	47790
14411	TWMET_00805	TWMET_00032	248
14412	TWMET_00805	TWMET_00034	83793
14413	TWMET_00805	TWMET_00037	773444
14414	TWMET_00805	TWMET_00040	2307
14415	TWMET_00805	TWMET_00044	421
14416	TWMET_00805	TWMET_00047	123
14417	TWMET_00805	TWMET_00049	2212
14418	TWMET_00805	TWMET_00058	23749620
14419	TWMET_00805	TWMET_00061	2280
14420	TWMET_00805	TWMET_00063	2180
14421	TWMET_00805	TWMET_00065	648
14422	TWMET_00805	TWMET_00076	191
14423	TWMET_00805	TWMET_00078	166
14424	TWMET_00805	TWMET_00081	1872
14425	TWMET_00805	TWMET_00086	562
14426	TWMET_00805	TWMET_00088	504
14427	TWMET_00805	TWMET_00093	11770
14428	TWMET_00805	TWMET_00098	104
14429	TWMET_00805	TWMET_00100	1107
14430	TWMET_00805	TWMET_00103	74
14431	TWMET_00805	TWMET_00118	432
14432	TWMET_00805	TWMET_00125	50
14433	TWMET_00805	TWMET_00128	96
14434	TWMET_00805	TWMET_00131	61
14435	TWMET_00805	TWMET_00157	46
14436	TWMET_00805	TWMET_00167	73
14437	TWMET_00805	TWMET_00178	114
14438	TWMET_00805	TWMET_00183	81
14439	TWMET_00805	TWMET_00189	102
14440	TWMET_00805	TWMET_00194	1880
14441	TWMET_00805	TWMET_00201	40872
14442	TWMET_00805	TWMET_00209	27
14443	TWMET_00805	TWMET_00214	50
14444	TWMET_00805	TWMET_00218	16
14445	TWMET_00805	TWMET_00224	8
14446	TWMET_00805	TWMET_00228	45899
14447	TWMET_00805	TWMET_00243	18
14448	TWMET_00805	TWMET_00246	8
14449	TWMET_00805	TWMET_00263	18
14450	TWMET_00805	TWMET_00266	196
14451	TWMET_00805	TWMET_00276	8
14452	TWMET_00805	TWMET_00322	21662898
14453	TWMET_00805	TWMET_00354	9
14454	TWMET_00805	TWMET_00383	16
14455	TWMET_00805	TWMET_00403	72
14456	TWMET_00805	TWMET_00450	2400
14457	TWMET_00805	TWMET_00467	381
14458	TWMET_00805	TWMET_00485	2288
14459	TWMET_00805	TWMET_00497	24
14460	TWMET_00805	TWMET_00507	24
14461	TWMET_00805	TWMET_00533	19
14462	TWMET_00805	TWMET_00536	19
14463	TWMET_00805	TWMET_00554	5
14464	TWMET_00805	TWMET_00564	1866
14465	TWMET_00805	TWMET_00577	11
14466	TWMET_00805	TWMET_00585	395
14467	TWMET_00805	TWMET_00720	6
14468	TWMET_00805	TWMET_00802	37
14469	TWMET_00805	TWMET_00848	42
14470	TWMET_00805	TWMET_00856	6
14471	TWMET_00805	TWMET_00909	13
14472	TWMET_00805	TWMET_00917	9440
14473	TWMET_00805	TWMET_00941	44
14474	TWMET_00805	TWMET_00997	102
14475	TWMET_00805	TWMET_01015	160
14476	TWMET_00805	TWMET_01030	15
14477	TWMET_00805	TWMET_01100	2310
14478	TWMET_00805	TWMET_01151	22
14479	TWMET_00805	TWMET_01158	25
14480	TWMET_00805	TWMET_01200	16
14481	TWMET_00805	TWMET_01214	2
14482	TWMET_00819	TWMET_00001	667
14483	TWMET_00819	TWMET_00012	4315
14484	TWMET_00819	TWMET_00014	11709
14485	TWMET_00819	TWMET_00017	137
14486	TWMET_00819	TWMET_00021	432
14487	TWMET_00819	TWMET_00031	300
14488	TWMET_00819	TWMET_00035	3570
14489	TWMET_00819	TWMET_00039	3040
14490	TWMET_00819	TWMET_00041	93
14491	TWMET_00819	TWMET_00045	104
14492	TWMET_00819	TWMET_00048	124
14493	TWMET_00819	TWMET_00051	496
14494	TWMET_00819	TWMET_00057	1304
14495	TWMET_00819	TWMET_00062	61
14496	TWMET_00819	TWMET_00064	1614
14497	TWMET_00819	TWMET_00067	7909
14498	TWMET_00819	TWMET_00079	53
14499	TWMET_00819	TWMET_00083	1092
14500	TWMET_00819	TWMET_00099	1125
14501	TWMET_00819	TWMET_00101	92
14502	TWMET_00819	TWMET_00129	31436
14503	TWMET_00819	TWMET_00148	23
14504	TWMET_00819	TWMET_00163	17
14505	TWMET_00819	TWMET_00166	8208
14506	TWMET_00819	TWMET_00176	32
14507	TWMET_00819	TWMET_00181	37
14508	TWMET_00819	TWMET_00188	162
14509	TWMET_00819	TWMET_00205	5
14510	TWMET_00819	TWMET_00217	28
14511	TWMET_00819	TWMET_00264	26
14512	TWMET_00819	TWMET_00275	74
14513	TWMET_00819	TWMET_00376	30
14514	TWMET_00819	TWMET_00400	12
14515	TWMET_00819	TWMET_00451	7
14516	TWMET_00819	TWMET_00485	144
14517	TWMET_00819	TWMET_00500	140
14518	TWMET_00819	TWMET_00552	174
14519	TWMET_00819	TWMET_00772	736
14520	TWMET_00819	TWMET_00799	6
14521	TWMET_00819	TWMET_00805	3899
14522	TWMET_00819	TWMET_00856	5
14523	TWMET_00819	TWMET_00869	5
14524	TWMET_00819	TWMET_00909	7
14525	TWMET_00819	TWMET_00931	6
14526	TWMET_00819	TWMET_00940	12
14527	TWMET_00819	TWMET_00991	10
14528	TWMET_00819	TWMET_01004	13
14529	TWMET_00819	TWMET_01100	160
14530	TWMET_00819	TWMET_01158	9
14531	TWMET_00819	TWMET_01175	4
14532	TWMET_00819	TWMET_01200	2
14533	TWMET_00829	TWMET_00001	6
14534	TWMET_00829	TWMET_00003	3
14535	TWMET_00829	TWMET_00005	3
14536	TWMET_00829	TWMET_00008	2
14537	TWMET_00829	TWMET_00010	70
14538	TWMET_00829	TWMET_00017	6
14539	TWMET_00829	TWMET_00021	6
14540	TWMET_00829	TWMET_00024	1
14541	TWMET_00829	TWMET_00033	1
14542	TWMET_00829	TWMET_00039	2
14543	TWMET_00829	TWMET_00044	2
14544	TWMET_00829	TWMET_00048	2
14545	TWMET_00829	TWMET_00056	20
14546	TWMET_00829	TWMET_00060	36
14547	TWMET_00829	TWMET_00064	1
14548	TWMET_00829	TWMET_00067	1
14549	TWMET_00829	TWMET_00076	1
14550	TWMET_00829	TWMET_00078	1
14551	TWMET_00829	TWMET_00087	3
14552	TWMET_00829	TWMET_00090	1
14553	TWMET_00829	TWMET_00096	20
14554	TWMET_00829	TWMET_00100	6
14555	TWMET_00829	TWMET_00103	2
14556	TWMET_00829	TWMET_00115	6
14557	TWMET_00829	TWMET_00125	6
14558	TWMET_00829	TWMET_00128	2
14559	TWMET_00829	TWMET_00156	8
14560	TWMET_00829	TWMET_00168	2
14561	TWMET_00829	TWMET_00181	2
14562	TWMET_00829	TWMET_00191	3
14563	TWMET_00829	TWMET_00209	102
14564	TWMET_00829	TWMET_00245	3
14565	TWMET_00829	TWMET_00263	5
14566	TWMET_00829	TWMET_00275	3
14567	TWMET_00829	TWMET_00507	16
14568	TWMET_00829	TWMET_00550	3
14569	TWMET_00829	TWMET_00720	68
14570	TWMET_00829	TWMET_00872	328095
14571	TWMET_00829	TWMET_00931	7
14572	TWMET_00829	TWMET_00941	5
14573	TWMET_00829	TWMET_01151	85
14574	TWMET_00829	TWMET_01158	7
14575	TWMET_00836	TWMET_00002	9
14576	TWMET_00836	TWMET_00008	10
14577	TWMET_00836	TWMET_00017	1
14578	TWMET_00836	TWMET_00022	6
14579	TWMET_00836	TWMET_00026	2
14580	TWMET_00836	TWMET_00032	1
14581	TWMET_00836	TWMET_00037	2
14582	TWMET_00836	TWMET_00045	1
14583	TWMET_00836	TWMET_00056	13365
14584	TWMET_00836	TWMET_00061	1
14585	TWMET_00836	TWMET_00077	4
14586	TWMET_00836	TWMET_00093	1
14587	TWMET_00836	TWMET_00129	2
14588	TWMET_00836	TWMET_00176	3
14589	TWMET_00836	TWMET_00191	3
14590	TWMET_00836	TWMET_00263	18
14591	TWMET_00836	TWMET_00408	4
14592	TWMET_00836	TWMET_00441	2
14593	TWMET_00836	TWMET_00844	27
14594	TWMET_00836	TWMET_00870	8
14595	TWMET_00836	TWMET_01153	132
14596	TWMET_00840	TWMET_00001	8
14597	TWMET_00840	TWMET_00003	2
14598	TWMET_00840	TWMET_00005	507
14599	TWMET_00840	TWMET_00009	30
14600	TWMET_00840	TWMET_00011	8
14601	TWMET_00840	TWMET_00015	2
14602	TWMET_00840	TWMET_00019	20
14603	TWMET_00840	TWMET_00022	156
14604	TWMET_00840	TWMET_00026	154
14605	TWMET_00840	TWMET_00032	525
14606	TWMET_00840	TWMET_00035	6
14607	TWMET_00840	TWMET_00047	56
14608	TWMET_00840	TWMET_00051	1
14609	TWMET_00840	TWMET_00060	5
14610	TWMET_00840	TWMET_00063	20
14611	TWMET_00840	TWMET_00065	1
14612	TWMET_00840	TWMET_00076	1
14613	TWMET_00840	TWMET_00081	6
14614	TWMET_00840	TWMET_00100	2
14615	TWMET_00840	TWMET_00113	25288
14616	TWMET_00840	TWMET_00120	2
14617	TWMET_00840	TWMET_00129	2
14618	TWMET_00840	TWMET_00157	2
14619	TWMET_00840	TWMET_00185	21
14620	TWMET_00840	TWMET_00192	3
14621	TWMET_00840	TWMET_00209	4
14622	TWMET_00840	TWMET_00253	4
14623	TWMET_00840	TWMET_00266	4
14624	TWMET_00840	TWMET_00441	3
14625	TWMET_00840	TWMET_00802	329
14626	TWMET_00840	TWMET_00867	21
14627	TWMET_00840	TWMET_00897	8
14628	TWMET_00840	TWMET_00941	6
14629	TWMET_00840	TWMET_01141	9
14630	TWMET_00844	TWMET_00001	506
14631	TWMET_00844	TWMET_00003	7104
14632	TWMET_00844	TWMET_00008	86
14633	TWMET_00844	TWMET_00010	6069
14634	TWMET_00844	TWMET_00017	392
14635	TWMET_00844	TWMET_00019	45
14636	TWMET_00844	TWMET_00021	142
14637	TWMET_00844	TWMET_00023	4320
14638	TWMET_00844	TWMET_00026	65
14639	TWMET_00844	TWMET_00028	34
14640	TWMET_00844	TWMET_00031	218
14641	TWMET_00844	TWMET_00045	56
14642	TWMET_00844	TWMET_00048	19
14643	TWMET_00844	TWMET_00051	230
14644	TWMET_00844	TWMET_00060	192
14645	TWMET_00844	TWMET_00062	130
14646	TWMET_00844	TWMET_00071	28
14647	TWMET_00844	TWMET_00076	120
14648	TWMET_00844	TWMET_00078	168
14649	TWMET_00844	TWMET_00081	25
14650	TWMET_00844	TWMET_00086	35
14651	TWMET_00844	TWMET_00088	18520
14652	TWMET_00844	TWMET_00093	102
14653	TWMET_00844	TWMET_00098	915
14654	TWMET_00844	TWMET_00100	42
14655	TWMET_00844	TWMET_00103	23
14656	TWMET_00844	TWMET_00125	237
14657	TWMET_00844	TWMET_00128	392
14658	TWMET_00844	TWMET_00131	655
14659	TWMET_00844	TWMET_00157	13
14660	TWMET_00844	TWMET_00176	236
14661	TWMET_00844	TWMET_00181	980
14662	TWMET_00844	TWMET_00184	7072
14663	TWMET_00844	TWMET_00188	17
14664	TWMET_00844	TWMET_00191	16632
14665	TWMET_00844	TWMET_00205	6
14666	TWMET_00844	TWMET_00211	1462518
14667	TWMET_00844	TWMET_00217	6669
14668	TWMET_00844	TWMET_00225	3995
14669	TWMET_00844	TWMET_00233	56
14670	TWMET_00844	TWMET_00249	30
14671	TWMET_00844	TWMET_00254	105
14672	TWMET_00844	TWMET_00264	4
14673	TWMET_00844	TWMET_00268	12
14674	TWMET_00844	TWMET_00273	1470
14675	TWMET_00844	TWMET_00354	14
14676	TWMET_00844	TWMET_00383	36
14677	TWMET_00844	TWMET_00400	8
14678	TWMET_00844	TWMET_00441	344
14679	TWMET_00844	TWMET_00451	7
14680	TWMET_00844	TWMET_00478	5
14681	TWMET_00844	TWMET_00492	44
14682	TWMET_00844	TWMET_00500	5
14683	TWMET_00844	TWMET_00533	7
14684	TWMET_00844	TWMET_00550	936
14685	TWMET_00844	TWMET_00554	1683
14686	TWMET_00844	TWMET_00564	12
14687	TWMET_00844	TWMET_00785	90
14688	TWMET_00844	TWMET_00847	4824
14689	TWMET_00844	TWMET_00850	3
14690	TWMET_00844	TWMET_00870	79
14691	TWMET_00844	TWMET_00910	370
14692	TWMET_00844	TWMET_00931	522
14693	TWMET_00844	TWMET_00940	7161
14694	TWMET_00844	TWMET_00991	22
14695	TWMET_00844	TWMET_01000	108
14696	TWMET_00844	TWMET_01153	420200
14697	TWMET_00844	TWMET_01173	22
14698	TWMET_00844	TWMET_01208	2646
14699	TWMET_00847	TWMET_00001	1098
14700	TWMET_00847	TWMET_00003	602
14701	TWMET_00847	TWMET_00005	57
14702	TWMET_00847	TWMET_00008	55
14703	TWMET_00847	TWMET_00010	2784
14704	TWMET_00847	TWMET_00012	60
14705	TWMET_00847	TWMET_00017	65
14706	TWMET_00847	TWMET_00019	26
14707	TWMET_00847	TWMET_00021	66
14708	TWMET_00847	TWMET_00023	1736
14709	TWMET_00847	TWMET_00028	26
14710	TWMET_00847	TWMET_00031	17
14711	TWMET_00847	TWMET_00033	24
14712	TWMET_00847	TWMET_00035	53
14713	TWMET_00847	TWMET_00039	65
14714	TWMET_00847	TWMET_00041	47
14715	TWMET_00847	TWMET_00045	38
14716	TWMET_00847	TWMET_00048	50
14717	TWMET_00847	TWMET_00051	32
14718	TWMET_00847	TWMET_00057	45
14719	TWMET_00847	TWMET_00062	27
14720	TWMET_00847	TWMET_00065	124
14721	TWMET_00847	TWMET_00076	82
14722	TWMET_00847	TWMET_00078	324
14723	TWMET_00847	TWMET_00081	28
14724	TWMET_00847	TWMET_00086	22
14725	TWMET_00847	TWMET_00088	256992
14726	TWMET_00847	TWMET_00093	25
14727	TWMET_00847	TWMET_00098	580
14728	TWMET_00847	TWMET_00101	11
14729	TWMET_00847	TWMET_00104	238
14730	TWMET_00847	TWMET_00118	8
14731	TWMET_00847	TWMET_00120	15
14732	TWMET_00847	TWMET_00125	80
14733	TWMET_00847	TWMET_00128	405
14734	TWMET_00847	TWMET_00131	11853
14735	TWMET_00847	TWMET_00149	8
14736	TWMET_00847	TWMET_00157	10
14737	TWMET_00847	TWMET_00164	10
14738	TWMET_00847	TWMET_00168	18
14739	TWMET_00847	TWMET_00176	140
14740	TWMET_00847	TWMET_00181	184
14741	TWMET_00847	TWMET_00184	415108
14742	TWMET_00847	TWMET_00194	60
14743	TWMET_00847	TWMET_00201	48
14744	TWMET_00847	TWMET_00209	1736
14745	TWMET_00847	TWMET_00214	8
14746	TWMET_00847	TWMET_00218	42
14747	TWMET_00847	TWMET_00230	4
14748	TWMET_00847	TWMET_00233	4
14749	TWMET_00847	TWMET_00253	6
14750	TWMET_00847	TWMET_00263	22
14751	TWMET_00847	TWMET_00266	200
14752	TWMET_00847	TWMET_00269	6
14753	TWMET_00847	TWMET_00275	990
14754	TWMET_00847	TWMET_00316	45
14755	TWMET_00847	TWMET_00353	4
14756	TWMET_00847	TWMET_00376	14
14757	TWMET_00847	TWMET_00386	36
14758	TWMET_00847	TWMET_00400	3
14759	TWMET_00847	TWMET_00441	39
14760	TWMET_00847	TWMET_00465	3
14761	TWMET_00847	TWMET_00485	12
14762	TWMET_00847	TWMET_00497	238
14763	TWMET_00847	TWMET_00533	7
14764	TWMET_00847	TWMET_00536	3
14765	TWMET_00847	TWMET_00552	2
14766	TWMET_00847	TWMET_00555	5
14767	TWMET_00847	TWMET_00575	12
14768	TWMET_00847	TWMET_00585	3
14769	TWMET_00847	TWMET_00754	2106
14770	TWMET_00847	TWMET_00799	30
14771	TWMET_00847	TWMET_00805	39
14772	TWMET_00847	TWMET_00829	20
14773	TWMET_00847	TWMET_00848	8602
14774	TWMET_00847	TWMET_00856	8
14775	TWMET_00847	TWMET_00872	5014
14776	TWMET_00847	TWMET_00909	3234192
14777	TWMET_00847	TWMET_00917	4032
14778	TWMET_00847	TWMET_00940	602577
14779	TWMET_00847	TWMET_00991	234
14780	TWMET_00847	TWMET_01000	136
14781	TWMET_00847	TWMET_01030	231
14782	TWMET_00847	TWMET_01151	31525
14783	TWMET_00847	TWMET_01158	192576
14784	TWMET_00847	TWMET_01208	2
14785	TWMET_00848	TWMET_00001	330
14786	TWMET_00848	TWMET_00005	452
14787	TWMET_00848	TWMET_00008	11070
14788	TWMET_00848	TWMET_00010	2375
14789	TWMET_00848	TWMET_00012	86304
14790	TWMET_00848	TWMET_00014	2694
14791	TWMET_00848	TWMET_00017	38
14792	TWMET_00848	TWMET_00019	6190
14793	TWMET_00848	TWMET_00021	94
14794	TWMET_00848	TWMET_00023	29
14795	TWMET_00848	TWMET_00026	80
14796	TWMET_00848	TWMET_00028	73
14797	TWMET_00848	TWMET_00031	23
14798	TWMET_00848	TWMET_00033	59
14799	TWMET_00848	TWMET_00035	108
14800	TWMET_00848	TWMET_00039	95
14801	TWMET_00848	TWMET_00041	80
14802	TWMET_00848	TWMET_00045	154
14803	TWMET_00848	TWMET_00048	96
14804	TWMET_00848	TWMET_00051	220
14805	TWMET_00848	TWMET_00062	270
14806	TWMET_00848	TWMET_00067	140
14807	TWMET_00848	TWMET_00074	26
14808	TWMET_00848	TWMET_00077	100
14809	TWMET_00848	TWMET_00079	237
14810	TWMET_00848	TWMET_00083	33
14811	TWMET_00848	TWMET_00087	50
14812	TWMET_00848	TWMET_00090	23
14813	TWMET_00848	TWMET_00096	10355
14814	TWMET_00848	TWMET_00099	384
14815	TWMET_00848	TWMET_00101	129
14816	TWMET_00848	TWMET_00104	99
14817	TWMET_00848	TWMET_00115	21
14818	TWMET_00848	TWMET_00121	39
14819	TWMET_00848	TWMET_00126	16
14820	TWMET_00848	TWMET_00129	1022
14821	TWMET_00848	TWMET_00152	9
14822	TWMET_00848	TWMET_00156	14
14823	TWMET_00848	TWMET_00166	192
14824	TWMET_00848	TWMET_00168	384
14825	TWMET_00848	TWMET_00176	616
14826	TWMET_00848	TWMET_00181	22
14827	TWMET_00848	TWMET_00184	11792
14828	TWMET_00848	TWMET_00188	27
14829	TWMET_00848	TWMET_00205	22
14830	TWMET_00848	TWMET_00211	3
14831	TWMET_00848	TWMET_00217	4556
14832	TWMET_00848	TWMET_00219	8
14833	TWMET_00848	TWMET_00228	40
14834	TWMET_00848	TWMET_00245	13
14835	TWMET_00848	TWMET_00254	188
14836	TWMET_00848	TWMET_00268	6
14837	TWMET_00848	TWMET_00272	19
14838	TWMET_00848	TWMET_00276	8
14839	TWMET_00848	TWMET_00322	33
14840	TWMET_00848	TWMET_00383	1
14841	TWMET_00848	TWMET_00392	2
14842	TWMET_00848	TWMET_00410	9
14843	TWMET_00848	TWMET_00450	6
14844	TWMET_00848	TWMET_00465	50
14845	TWMET_00848	TWMET_00478	360
14846	TWMET_00848	TWMET_00492	2
14847	TWMET_00848	TWMET_00552	119
14848	TWMET_00848	TWMET_00555	24
14849	TWMET_00848	TWMET_00575	378
14850	TWMET_00848	TWMET_00584	2
14851	TWMET_00848	TWMET_00717	10880
14852	TWMET_00848	TWMET_00785	10
14853	TWMET_00848	TWMET_00847	8602
14854	TWMET_00848	TWMET_00856	3
14855	TWMET_00848	TWMET_00869	14
14856	TWMET_00848	TWMET_00872	54
14857	TWMET_00848	TWMET_00909	3060
14858	TWMET_00848	TWMET_00917	310
14859	TWMET_00848	TWMET_00940	4238
14860	TWMET_00848	TWMET_00991	143472
14861	TWMET_00848	TWMET_01000	150
14862	TWMET_00848	TWMET_01015	40
14863	TWMET_00848	TWMET_01100	130
14864	TWMET_00848	TWMET_01151	285
14865	TWMET_00848	TWMET_01158	858
14866	TWMET_00848	TWMET_01200	30
14867	TWMET_00850	TWMET_00001	240
14868	TWMET_00850	TWMET_00003	22568
14869	TWMET_00850	TWMET_00005	1302
14870	TWMET_00850	TWMET_00008	30
14871	TWMET_00850	TWMET_00010	26
14872	TWMET_00850	TWMET_00017	808
14873	TWMET_00850	TWMET_00019	56
14874	TWMET_00850	TWMET_00022	34
14875	TWMET_00850	TWMET_00024	12
14876	TWMET_00850	TWMET_00032	13
14877	TWMET_00850	TWMET_00034	102
14878	TWMET_00850	TWMET_00037	20
14879	TWMET_00850	TWMET_00040	11
14880	TWMET_00850	TWMET_00044	7
14881	TWMET_00850	TWMET_00047	40
14882	TWMET_00850	TWMET_00049	10
14883	TWMET_00850	TWMET_00056	44
14884	TWMET_00850	TWMET_00058	4
14885	TWMET_00850	TWMET_00076	92
14886	TWMET_00850	TWMET_00078	51
14887	TWMET_00850	TWMET_00081	4
14888	TWMET_00850	TWMET_00086	5
14889	TWMET_00850	TWMET_00088	6
14890	TWMET_00850	TWMET_00093	16
14891	TWMET_00850	TWMET_00098	6
14892	TWMET_00850	TWMET_00101	4
14893	TWMET_00850	TWMET_00104	216
14894	TWMET_00850	TWMET_00121	6
14895	TWMET_00850	TWMET_00126	110
14896	TWMET_00850	TWMET_00129	2
14897	TWMET_00850	TWMET_00144	16
14898	TWMET_00850	TWMET_00148	5
14899	TWMET_00850	TWMET_00163	2
14900	TWMET_00850	TWMET_00174	12
14901	TWMET_00850	TWMET_00178	14
14902	TWMET_00850	TWMET_00183	2
14903	TWMET_00850	TWMET_00185	3
14904	TWMET_00850	TWMET_00189	3
14905	TWMET_00850	TWMET_00192	33
14906	TWMET_00850	TWMET_00194	14
14907	TWMET_00850	TWMET_00201	126
14908	TWMET_00850	TWMET_00225	3
14909	TWMET_00850	TWMET_00230	10
14910	TWMET_00850	TWMET_00243	1
14911	TWMET_00850	TWMET_00249	42
14912	TWMET_00850	TWMET_00254	84
14913	TWMET_00850	TWMET_00264	132
14914	TWMET_00850	TWMET_00273	33
14915	TWMET_00850	TWMET_00376	1
14916	TWMET_00850	TWMET_00400	1
14917	TWMET_00850	TWMET_00408	1
14918	TWMET_00850	TWMET_00435	1
14919	TWMET_00850	TWMET_00450	81
14920	TWMET_00850	TWMET_00497	63
14921	TWMET_00850	TWMET_00507	1
14922	TWMET_00850	TWMET_00534	35
14923	TWMET_00850	TWMET_00550	40
14924	TWMET_00850	TWMET_00564	10
14925	TWMET_00850	TWMET_00584	10
14926	TWMET_00850	TWMET_00844	3
14927	TWMET_00850	TWMET_00848	6
14928	TWMET_00850	TWMET_00867	14
14929	TWMET_00850	TWMET_00917	17
14930	TWMET_00850	TWMET_00997	1
14931	TWMET_00850	TWMET_01030	6
14932	TWMET_00850	TWMET_01153	28
14933	TWMET_00850	TWMET_01200	6
14934	TWMET_00856	TWMET_00001	336
14935	TWMET_00856	TWMET_00003	36946
14936	TWMET_00856	TWMET_00005	2264
14937	TWMET_00856	TWMET_00008	27
14938	TWMET_00856	TWMET_00010	267
14939	TWMET_00856	TWMET_00014	11
14940	TWMET_00856	TWMET_00017	2460
14941	TWMET_00856	TWMET_00019	72
14942	TWMET_00856	TWMET_00021	63
14943	TWMET_00856	TWMET_00023	46
14944	TWMET_00856	TWMET_00026	46
14945	TWMET_00856	TWMET_00028	56
14946	TWMET_00856	TWMET_00031	7
14947	TWMET_00856	TWMET_00033	9
14948	TWMET_00856	TWMET_00035	60
14949	TWMET_00856	TWMET_00039	70
14950	TWMET_00856	TWMET_00041	13
14951	TWMET_00856	TWMET_00045	6900
14952	TWMET_00856	TWMET_00048	192
14953	TWMET_00856	TWMET_00057	6
14954	TWMET_00856	TWMET_00060	3
14955	TWMET_00856	TWMET_00062	24
14956	TWMET_00856	TWMET_00076	112
14957	TWMET_00856	TWMET_00078	72
14958	TWMET_00856	TWMET_00086	7
14959	TWMET_00856	TWMET_00088	12
14960	TWMET_00856	TWMET_00093	120
14961	TWMET_00856	TWMET_00098	72
14962	TWMET_00856	TWMET_00100	112
14963	TWMET_00856	TWMET_00103	8
14964	TWMET_00856	TWMET_00118	5
14965	TWMET_00856	TWMET_00120	8
14966	TWMET_00856	TWMET_00125	301
14967	TWMET_00856	TWMET_00128	26
14968	TWMET_00856	TWMET_00131	7
14969	TWMET_00856	TWMET_00149	8
14970	TWMET_00856	TWMET_00157	6
14971	TWMET_00856	TWMET_00167	12
14972	TWMET_00856	TWMET_00174	18
14973	TWMET_00856	TWMET_00178	48
14974	TWMET_00856	TWMET_00183	2
14975	TWMET_00856	TWMET_00189	3
14976	TWMET_00856	TWMET_00192	22
14977	TWMET_00856	TWMET_00194	42
14978	TWMET_00856	TWMET_00201	272
14979	TWMET_00856	TWMET_00209	10
14980	TWMET_00856	TWMET_00214	44
14981	TWMET_00856	TWMET_00218	1
14982	TWMET_00856	TWMET_00225	2
14983	TWMET_00856	TWMET_00230	24
14984	TWMET_00856	TWMET_00249	198
14985	TWMET_00856	TWMET_00254	96
14986	TWMET_00856	TWMET_00264	238
14987	TWMET_00856	TWMET_00268	8
14988	TWMET_00856	TWMET_00272	12
14989	TWMET_00856	TWMET_00275	4
14990	TWMET_00856	TWMET_00376	4
14991	TWMET_00856	TWMET_00400	2
14992	TWMET_00856	TWMET_00451	40
14993	TWMET_00856	TWMET_00478	1
14994	TWMET_00856	TWMET_00500	6
14995	TWMET_00856	TWMET_00533	32
14996	TWMET_00856	TWMET_00536	8
14997	TWMET_00856	TWMET_00555	2
14998	TWMET_00856	TWMET_00577	20
14999	TWMET_00856	TWMET_00585	4
15000	TWMET_00856	TWMET_00772	5
15001	TWMET_00856	TWMET_00802	6
15002	TWMET_00856	TWMET_00819	5
15003	TWMET_00856	TWMET_00847	8
15004	TWMET_00856	TWMET_00850	2059429
15005	TWMET_00856	TWMET_00870	72
15006	TWMET_00856	TWMET_00909	4
15007	TWMET_00856	TWMET_00917	84
15008	TWMET_00856	TWMET_00940	15
15009	TWMET_00856	TWMET_01000	6
15010	TWMET_00856	TWMET_01030	66
15011	TWMET_00856	TWMET_01153	21
15012	TWMET_00856	TWMET_01173	150
15013	TWMET_00856	TWMET_01208	7
15014	TWMET_00867	TWMET_00001	5796
15015	TWMET_00867	TWMET_00003	2637
15016	TWMET_00867	TWMET_00005	56520
15017	TWMET_00867	TWMET_00008	2716
15018	TWMET_00867	TWMET_00010	722
15019	TWMET_00867	TWMET_00012	7679
